
------------------------------ Clearup -------------------------------
NavGraph for maps/Raven_DM1.map loaded okay
Average edge length is 23.7036
Neighborhood range set to 24.7036
Partitioning navgraph nodes...
Loading map...
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Spawn Point
Creating a Spawn Point
Creating a Spawn Point
Creating a Health
Creating a Health
Creating a Health
Creating a rocket_launcher
Creating a Railgun
Creating a shotgun
Creating a shotgun
Creating a rocket_launcher
maps/Raven_DM1.map loaded okay
Adding a rocket 404 at pos  77.3828 366.002
Adding a shotgun shell 1083 at pos  270.235 158.944
Adding a shotgun shell 1084 at pos  270.235 158.944
Adding a bolt 1086 at pos  238.167 183.181
Adding a bolt 1088 at pos  219.853 209.416
Adding a bolt 1090 at pos  248.59 168.013
Adding a bolt 1092 at pos  211.174 215.41
Adding a bolt 1094 at pos  223.849 172.897
Adding a bolt 1096 at pos  200.796 218.971
Adding a shotgun shell 1098 at pos  259.569 171.068
Adding a shotgun shell 1099 at pos  259.569 171.068
Adding a shotgun shell 1100 at pos  259.569 171.068
Adding a shotgun shell 1101 at pos  259.569 171.068
Adding a shotgun shell 1102 at pos  259.569 171.068
Adding a shotgun shell 1103 at pos  259.569 171.068
Adding a shotgun shell 1104 at pos  259.569 171.068
Adding a shotgun shell 1105 at pos  259.569 171.068
Adding a shotgun shell 1106 at pos  259.569 171.068
Adding a shotgun shell 1107 at pos  259.569 171.068
Adding a shotgun shell 1109 at pos  269.111 208.15
Adding a shotgun shell 1110 at pos  269.111 208.15
Adding a shotgun shell 1111 at pos  269.111 208.15
Adding a shotgun shell 1112 at pos  269.111 208.15
Adding a shotgun shell 1113 at pos  269.111 208.15
Adding a shotgun shell 1114 at pos  269.111 208.15
Adding a shotgun shell 1115 at pos  269.111 208.15
Adding a shotgun shell 1116 at pos  269.111 208.15
Adding a shotgun shell 1117 at pos  269.111 208.15
Adding a shotgun shell 1118 at pos  269.111 208.15
Adding a bolt 1120 at pos  205.271 229.685
Adding a bolt 1122 at pos  208.887 239.746
Adding a bolt 1124 at pos  194.032 221.49
Adding a bolt 1126 at pos  58.2998 380.974
Adding a bolt 1128 at pos  68.8523 380.425
Adding a bolt 1130 at pos  32.5879 315.934
Adding a bolt 1132 at pos  110.679 379.947
Adding a shotgun shell 1134 at pos  262.438 252.973
Adding a shotgun shell 1135 at pos  262.438 252.973
Adding a shotgun shell 1136 at pos  262.438 252.973
Adding a shotgun shell 1137 at pos  262.438 252.973
Adding a shotgun shell 1138 at pos  262.438 252.973
Adding a shotgun shell 1139 at pos  262.438 252.973
Adding a shotgun shell 1140 at pos  262.438 252.973
Adding a shotgun shell 1141 at pos  262.438 252.973
Adding a shotgun shell 1142 at pos  262.438 252.973
Adding a shotgun shell 1143 at pos  262.438 252.973
Adding a bolt 1145 at pos  76.8487 380.264
Adding a bolt 1147 at pos  117.678 379.966
Adding a rocket 1149 at pos  198.117 289.08
Adding a bolt 1151 at pos  85.8475 380.128
Adding a bolt 1153 at pos  127.678 379.984
Adding a bolt 1155 at pos  44.7762 333.841
Adding a bolt 1157 at pos  95.8473 380.074
Adding a bolt 1160 at pos  99.8473 380.053
Adding a rocket 1162 at pos  188.377 300.457
Adding a shotgun shell 1164 at pos  279.317 269.465
Adding a shotgun shell 1165 at pos  279.317 269.465
Adding a shotgun shell 1166 at pos  279.317 269.465
Adding a shotgun shell 1167 at pos  279.317 269.465
Adding a shotgun shell 1168 at pos  279.317 269.465
Adding a shotgun shell 1169 at pos  279.317 269.465
Adding a shotgun shell 1170 at pos  279.317 269.465
Adding a shotgun shell 1171 at pos  279.317 269.465
Adding a shotgun shell 1172 at pos  279.317 269.465
Adding a shotgun shell 1173 at pos  279.317 269.465
Adding a bolt 1175 at pos  50.7436 336.651
BOT 620 IS STUCK!!
Adding a bolt 1177 at pos  137.678 379.991
BOT 401 IS STUCK!!
BOT 588 IS STUCK!!
BOT 621 IS STUCK!!
Adding a rail gun slug1179 at pos  268.56 212.359
BOT 403 IS STUCK!!
Adding a rail gun slug1181 at pos  238.702 240.21
Adding a bolt 1183 at pos  106.546 380.567
BOT 602 IS STUCK!!
Adding a bolt 1185 at pos  58.6017 338.054
Adding a bolt 1187 at pos  145.978 379.442
BOT 402 IS STUCK!!
Adding a bolt 1189 at pos  180.979 308.325
Adding a bolt 1191 at pos  113.541 380.415
Adding a bolt 1193 at pos  153.95 379.622
Adding a bolt 1195 at pos  67.4178 339.779
Adding a bolt 1197 at pos  183.875 305.539
Adding a bolt 1199 at pos  124.188 380.17
Adding a bolt 1201 at pos  164.947 379.845
Adding a bolt 1203 at pos  75.5428 379.94
Adding a bolt 1205 at pos  78.4079 339.893
Adding a rail gun slug1207 at pos  284.909 233.689
Adding a rail gun slug1209 at pos  260.492 252.507
Adding a bolt 1211 at pos  132.559 380.542
Adding a bolt 1213 at pos  175.947 379.914
Adding a bolt 1215 at pos  86.5428 379.974
Adding a bolt 1217 at pos  89.4077 339.948
Adding a bolt 1219 at pos  170.234 319.627
Adding a bolt 1221 at pos  186.559 379.965
Adding a bolt 1223 at pos  161.779 328.14
Adding a bolt 1225 at pos  118.248 380.205
Adding a rail gun slug1227 at pos  306.733 256.534
Adding a bolt 1229 at pos  197.547 379.982
Adding a bolt 1231 at pos  97.9508 379.898
Adding a rail gun slug1233 at pos  283.958 274.235
Adding a bolt 1235 at pos  153.454 334.911
Adding a bolt 1237 at pos  118.109 380.293
Adding a bolt 1239 at pos  209.547 379.992
Adding a bolt 1241 at pos  98.0363 379.789
Adding a bolt 1243 at pos  143.836 337.13
Adding a bolt 1245 at pos  123.182 340.376
Adding a bolt 1247 at pos  118.068 380.458
Adding a bolt 1249 at pos  219.547 379.996
Adding a bolt 1251 at pos  98.0595 379.658
Adding a bolt 1253 at pos  143.356 337.555
Adding a bolt 1255 at pos  118.047 380.734
Adding a rocket 1257 at pos  227.153 379.998
Adding a bolt 1259 at pos  120.922 343.598
Adding a bolt 1261 at pos  96.9191 378.891
Adding a bolt 1263 at pos  142.854 339.353
Adding a bolt 1265 at pos  115.625 380.974
Adding a bolt 1267 at pos  120.906 344.335
Adding a bolt 1269 at pos  92.614 378.092
Adding a bolt 1271 at pos  141.203 339.154
Adding a bolt 1273 at pos  113.83 381.652
Adding a rocket 1275 at pos  243.732 376.998
Adding a bolt 1277 at pos  121.626 345.575
Adding a bolt 1279 at pos  140.481 337.464
Adding a bolt 1281 at pos  93.5138 377.243
Adding a rail gun slug1283 at pos  277.865 299.346
Adding a rail gun slug1285 at pos  300.059 292.069
Adding a bolt 1287 at pos  103.041 378.437
Adding a bolt 1289 at pos  337.281 240.399
Adding a bolt 1291 at pos  126.026 354.788
Adding a shotgun shell 1293 at pos  290.095 320.564
Adding a shotgun shell 1294 at pos  290.095 320.564
Adding a shotgun shell 1295 at pos  290.095 320.564
Adding a shotgun shell 1296 at pos  290.095 320.564
Adding a shotgun shell 1297 at pos  290.095 320.564
Adding a shotgun shell 1298 at pos  290.095 320.564
Adding a shotgun shell 1299 at pos  290.095 320.564
Adding a shotgun shell 1300 at pos  290.095 320.564
Adding a shotgun shell 1301 at pos  290.095 320.564
Adding a shotgun shell 1302 at pos  290.095 320.564
Adding a bolt 1304 at pos  326.483 240.219
Adding a bolt 1306 at pos  286.965 282.257
Adding a bolt 1308 at pos  90.9588 376.419
Adding a rocket 1310 at pos  246.477 338.987
Adding a bolt 1312 at pos  244.271 299.916
Adding a bolt 1314 at pos  128.311 339.495
Adding a bolt 1316 at pos  315.484 240.093
Adding a bolt 1318 at pos  82.3986 369.939
Adding a bolt 1320 at pos  233.272 299.963
Adding a bolt 1322 at pos  117.334 339.807
Adding a bolt 1324 at pos  107.072 361.89
Adding a bolt 1326 at pos  73.5118 362.477
Adding a rocket 1328 at pos  224.943 339.757
Adding a bolt 1330 at pos  290.905 293.278
Adding a shotgun shell 1332 at pos  259.503 320.066
Adding a shotgun shell 1333 at pos  259.503 320.066
Adding a shotgun shell 1334 at pos  259.503 320.066
Adding a shotgun shell 1335 at pos  259.503 320.066
Adding a shotgun shell 1336 at pos  259.503 320.066
Adding a shotgun shell 1337 at pos  259.503 320.066
Adding a shotgun shell 1338 at pos  259.503 320.066
Adding a shotgun shell 1339 at pos  259.503 320.066
Adding a shotgun shell 1340 at pos  259.503 320.066
Adding a shotgun shell 1341 at pos  259.503 320.066
Adding a rail gun slug1343 at pos  218.272 299.987
Adding a bolt 1345 at pos  63.3992 352.814
Adding a bolt 1347 at pos  305.867 293.277
Adding a rocket 1349 at pos  205.944 339.927
Adding a rocket 1351 at pos  202.672 299.995
Adding a bolt 1353 at pos  54.7416 344.505
Adding a bolt 1355 at pos  279.234 226.892
Adding a bolt 1357 at pos  299.424 296.106
Adding a bolt 1359 at pos  82.8609 339.562
Adding a bolt 1361 at pos  76.3124 361.474
Adding a shotgun shell 1363 at pos  231.9 320.011
Adding a shotgun shell 1364 at pos  231.9 320.011
Adding a shotgun shell 1365 at pos  231.9 320.011
Adding a shotgun shell 1366 at pos  231.9 320.011
Adding a shotgun shell 1367 at pos  231.9 320.011
Adding a shotgun shell 1368 at pos  231.9 320.011
Adding a shotgun shell 1369 at pos  231.9 320.011
Adding a shotgun shell 1370 at pos  231.9 320.011
Adding a shotgun shell 1371 at pos  231.9 320.011
Adding a shotgun shell 1372 at pos  231.9 320.011
Adding a bolt 1374 at pos  273.845 222.441
Adding a bolt 1376 at pos  291.079 299.464
Adding a rocket 1378 at pos  190.344 339.975
Adding a rocket 1380 at pos  188.742 306.42
Adding a bolt 1382 at pos  63.9532 360.657
Adding a bolt 1384 at pos  265.831 214.907
Adding a bolt 1386 at pos  68.3237 338.739
Adding a bolt 1388 at pos  280.658 302.984
Adding a rocket 1390 at pos  171.656 319.589
Adding a bolt 1392 at pos  52.4067 359.494
Adding a shotgun shell 1394 at pos  199.903 320.001
Adding a shotgun shell 1395 at pos  199.903 320.001
Adding a shotgun shell 1396 at pos  199.903 320.001
Adding a shotgun shell 1397 at pos  199.903 320.001
Adding a shotgun shell 1398 at pos  199.903 320.001
Adding a shotgun shell 1399 at pos  199.903 320.001
Adding a shotgun shell 1400 at pos  199.903 320.001
Adding a shotgun shell 1401 at pos  199.903 320.001
Adding a shotgun shell 1402 at pos  199.903 320.001
Adding a shotgun shell 1403 at pos  199.903 320.001
Adding a bolt 1405 at pos  267.901 204.48
Adding a rail gun slug1407 at pos  261.081 306.792
Adding a bolt 1409 at pos  50.9496 358.99
Adding a bolt 1411 at pos  143.803 351.06
Adding a rocket 1413 at pos  155.861 332.649
Adding a bolt 1415 at pos  148.159 333.826
Adding a bolt 1417 at pos  132.904 350.495
Adding a rail gun slug1419 at pos  280.203 320.551
Adding a bolt 1421 at pos  140.525 337.047
Adding a bolt 1423 at pos  49.3479 346.507
Adding a bolt 1425 at pos  119.984 348.773
Adding a bolt 1427 at pos  32.7782 319.604
Adding a shotgun shell 1429 at pos  155.472 336.332
Adding a shotgun shell 1430 at pos  155.472 336.332
Adding a shotgun shell 1431 at pos  155.472 336.332
Adding a shotgun shell 1432 at pos  155.472 336.332
Adding a shotgun shell 1433 at pos  155.472 336.332
Adding a shotgun shell 1434 at pos  155.472 336.332
Adding a shotgun shell 1435 at pos  155.472 336.332
Adding a shotgun shell 1436 at pos  155.472 336.332
Adding a shotgun shell 1437 at pos  155.472 336.332
Adding a shotgun shell 1438 at pos  155.472 336.332
Adding a bolt 1440 at pos  60.2954 270.762
Adding a rail gun slug1442 at pos  54.6796 271.931
Adding a bolt 1444 at pos  35.1469 326.218
Adding a bolt 1446 at pos  30.6371 301.329
Adding a bolt 1448 at pos  51.7282 257.864
Adding a bolt 1450 at pos  33.0111 316.75
Adding a bolt 1452 at pos  30.3646 291.347
Adding a bolt 1454 at pos  50.5206 248.003
Adding a bolt 1456 at pos  31.3046 306.901
Adding a bolt 1458 at pos  30.1754 281.746
Adding a bolt 1460 at pos  30.9662 296.042
Adding a bolt 1462 at pos  30.0865 270.75
Adding a bolt 1464 at pos  30.4052 286.359
Adding a bolt 1466 at pos  30.0463 260.75
Adding a bolt 1468 at pos  34.0972 224.736
Adding a bolt 1470 at pos  30.2255 275.461
Adding a bolt 1472 at pos  30.0217 249.75
Adding a bolt 1474 at pos  30.1017 265.462
Adding a bolt 1476 at pos  30.0118 240.149
Adding a bolt 1478 at pos  29.177 200.572
Adding a bolt 1480 at pos  29.931 251.462
BOT 621 IS STUCK!!
BOT 403 IS STUCK!!
Adding a bolt 1482 at pos  39.561 223.353
Adding a bolt 1484 at pos  40.0398 199.835
Adding a bolt 1486 at pos  33.5303 242.046
Adding a bolt 1488 at pos  49.2715 192.246
Adding a bolt 1490 at pos  53.0492 218.454
BOT 588 IS STUCK!!
Adding a bolt 1492 at pos  50.7189 238.229
Adding a bolt 1494 at pos  86.094 187.04
Adding a bolt 1496 at pos  87.9776 176.709
Adding a rail gun slug1498 at pos  33.1024 207.264
Adding a shotgun shell 1500 at pos  42.9684 336.21
Adding a shotgun shell 1501 at pos  42.9684 336.21
Adding a shotgun shell 1502 at pos  42.9684 336.21
Adding a shotgun shell 1503 at pos  42.9684 336.21
Adding a shotgun shell 1504 at pos  42.9684 336.21
Adding a shotgun shell 1505 at pos  42.9684 336.21
Adding a shotgun shell 1506 at pos  42.9684 336.21
Adding a shotgun shell 1507 at pos  42.9684 336.21
Adding a shotgun shell 1508 at pos  42.9684 336.21
Adding a shotgun shell 1509 at pos  42.9684 336.21
Adding a rail gun slug1511 at pos  68.0712 204.39
Adding a shotgun shell 1513 at pos  43.7955 342.685
Adding a shotgun shell 1514 at pos  43.7955 342.685
Adding a shotgun shell 1515 at pos  43.7955 342.685
Adding a shotgun shell 1516 at pos  43.7955 342.685
Adding a shotgun shell 1517 at pos  43.7955 342.685
Adding a shotgun shell 1518 at pos  43.7955 342.685
Adding a shotgun shell 1519 at pos  43.7955 342.685
Adding a shotgun shell 1520 at pos  43.7955 342.685
Adding a shotgun shell 1521 at pos  43.7955 342.685
Adding a shotgun shell 1522 at pos  43.7955 342.685
Adding a bolt 1524 at pos  105.374 124.236
Adding a bolt 1526 at pos  103.594 124.482
Adding a bolt 1528 at pos  39.7527 324.9
Adding a bolt 1530 at pos  105.383 127.936
Adding a rail gun slug1532 at pos  74.1771 212.825
Adding a shotgun shell 1534 at pos  62.4528 348.198
Adding a shotgun shell 1535 at pos  62.4528 348.198
Adding a shotgun shell 1536 at pos  62.4528 348.198
Adding a shotgun shell 1537 at pos  62.4528 348.198
Adding a shotgun shell 1538 at pos  62.4528 348.198
Adding a shotgun shell 1539 at pos  62.4528 348.198
Adding a shotgun shell 1540 at pos  62.4528 348.198
Adding a shotgun shell 1541 at pos  62.4528 348.198
Adding a shotgun shell 1542 at pos  62.4528 348.198
Adding a shotgun shell 1543 at pos  62.4528 348.198
Adding a bolt 1545 at pos  98.7812 137.126
Adding a rocket 1547 at pos  109.135 115.674
Adding a rail gun slug1549 at pos  76.3578 216.356
Adding a bolt 1551 at pos  52.8702 338.874
Adding a bolt 1553 at pos  100.078 132.58
BOT 602 IS STUCK!!
Adding a bolt 1555 at pos  63.3146 339.463
Adding a shotgun shell 1557 at pos  71.1683 361.717
Adding a shotgun shell 1558 at pos  71.1683 361.717
Adding a shotgun shell 1559 at pos  71.1683 361.717
Adding a shotgun shell 1560 at pos  71.1683 361.717
Adding a shotgun shell 1561 at pos  71.1683 361.717
Adding a shotgun shell 1562 at pos  71.1683 361.717
Adding a shotgun shell 1563 at pos  71.1683 361.717
Adding a shotgun shell 1564 at pos  71.1683 361.717
Adding a shotgun shell 1565 at pos  71.1683 361.717
Adding a shotgun shell 1566 at pos  71.1683 361.717
Adding a bolt 1568 at pos  71.7371 339.617
Adding a bolt 1570 at pos  102.113 122.718
Adding a rail gun slug1572 at pos  67.2655 215.268
Adding a bolt 1574 at pos  83.5367 339.771
Adding a shotgun shell 1576 at pos  98.7158 362.481
Adding a shotgun shell 1577 at pos  98.7158 362.481
Adding a shotgun shell 1578 at pos  98.7158 362.481
Adding a shotgun shell 1579 at pos  98.7158 362.481
Adding a shotgun shell 1580 at pos  98.7158 362.481
Adding a shotgun shell 1581 at pos  98.7158 362.481
Adding a shotgun shell 1582 at pos  98.7158 362.481
Adding a shotgun shell 1583 at pos  98.7158 362.481
Adding a shotgun shell 1584 at pos  98.7158 362.481
Adding a shotgun shell 1585 at pos  98.7158 362.481
Adding a bolt 1587 at pos  97.5361 339.895
Adding a bolt 1589 at pos  53.6796 366.223
Adding a bolt 1591 at pos  56.468 369.73
Adding a shotgun shell 1593 at pos  94.0337 367.894
Adding a shotgun shell 1594 at pos  94.0337 367.894
Adding a shotgun shell 1595 at pos  94.0337 367.894
Adding a shotgun shell 1596 at pos  94.0337 367.894
Adding a shotgun shell 1597 at pos  94.0337 367.894
Adding a shotgun shell 1598 at pos  94.0337 367.894
Adding a shotgun shell 1599 at pos  94.0337 367.894
Adding a shotgun shell 1600 at pos  94.0337 367.894
Adding a shotgun shell 1601 at pos  94.0337 367.894
Adding a shotgun shell 1602 at pos  94.0337 367.894
Adding a bolt 1604 at pos  129.136 339.988
Adding a rail gun slug1606 at pos  67.3651 213.867
Adding a bolt 1608 at pos  51.6458 360.959
Adding a bolt 1610 at pos  165.433 333.868
Adding a rocket 1612 at pos  88.9928 105.484
Adding a bolt 1614 at pos  49.2149 350.234
Adding a bolt 1616 at pos  171.51 318.677
Adding a rail gun slug1618 at pos  73.3971 199.138
Adding a bolt 1620 at pos  75.219 102.683
Adding a bolt 1622 at pos  50.143 356.168
Adding a shotgun shell 1624 at pos  84.4808 353.881
Adding a shotgun shell 1625 at pos  84.4808 353.881
Adding a shotgun shell 1626 at pos  84.4808 353.881
Adding a shotgun shell 1627 at pos  84.4808 353.881
Adding a shotgun shell 1628 at pos  84.4808 353.881
Adding a shotgun shell 1629 at pos  84.4808 353.881
Adding a shotgun shell 1630 at pos  84.4808 353.881
Adding a shotgun shell 1631 at pos  84.4808 353.881
Adding a shotgun shell 1632 at pos  84.4808 353.881
Adding a shotgun shell 1633 at pos  84.4808 353.881
Adding a bolt 1635 at pos  84.9465 100.965
Adding a bolt 1637 at pos  81.9158 189.318
Adding a bolt 1639 at pos  52.4641 365.86
Adding a bolt 1641 at pos  188.997 330.995
Adding a bolt 1643 at pos  172.008 315.545
Adding a bolt 1645 at pos  57.5842 378.873
Adding a bolt 1647 at pos  190.896 328.866
Adding a bolt 1649 at pos  62.5642 387.541
Adding a bolt 1651 at pos  198.351 322.604
Adding a bolt 1653 at pos  119.515 102.674
Adding a rail gun slug1655 at pos  207.65 314.178
BOT 401 IS STUCK!!
BOT 403 IS STUCK!!
BOT 621 IS STUCK!!
BOT 1159 IS STUCK!!
Adding a bolt 1657 at pos  100.47 132.157
Adding a bolt 1659 at pos  106.026 124.961
Adding a bolt 1661 at pos  131.648 97.8316
Adding a bolt 1663 at pos  116.699 122.676
Adding a shotgun shell 1665 at pos  135.264 360.273
Adding a shotgun shell 1666 at pos  135.264 360.273
Adding a shotgun shell 1667 at pos  135.264 360.273
Adding a shotgun shell 1668 at pos  135.264 360.273
Adding a shotgun shell 1669 at pos  135.264 360.273
Adding a shotgun shell 1670 at pos  135.264 360.273
Adding a shotgun shell 1671 at pos  135.264 360.273
Adding a shotgun shell 1672 at pos  135.264 360.273
Adding a shotgun shell 1673 at pos  135.264 360.273
Adding a shotgun shell 1674 at pos  135.264 360.273
Adding a bolt 1676 at pos  45.887 378.68
Adding a bolt 1678 at pos  130.434 87.5799
Adding a bolt 1680 at pos  135.969 111.017
Adding a bolt 1682 at pos  50.7118 386.336
Adding a bolt 1684 at pos  138.421 84.5788
Adding a bolt 1686 at pos  143.677 104.965
Adding a bolt 1688 at pos  146.726 77.64
Adding a bolt 1690 at pos  50.4425 386.518
Adding a bolt 1692 at pos  151.55 97.5764
Adding a shotgun shell 1694 at pos  148.736 330.838
Adding a shotgun shell 1695 at pos  148.736 330.838
Adding a shotgun shell 1696 at pos  148.736 330.838
Adding a shotgun shell 1697 at pos  148.736 330.838
Adding a shotgun shell 1698 at pos  148.736 330.838
Adding a shotgun shell 1699 at pos  148.736 330.838
Adding a shotgun shell 1700 at pos  148.736 330.838
Adding a shotgun shell 1701 at pos  148.736 330.838
Adding a shotgun shell 1702 at pos  148.736 330.838
Adding a shotgun shell 1703 at pos  148.736 330.838
Adding a bolt 1705 at pos  154.783 73.0156
Adding a bolt 
1707 at pos  53.394 381.73
Adding a bolt 1709 at pos  155.828 94.3572
Adding a bolt 1711 at pos  166.458 322.375
Adding a bolt 1713 at pos  125.03 348.725
Adding a bolt 1715 at pos  162.032 91.0433
Adding a bolt 1717 at pos  66.9299 380.618
Adding a bolt 1719 at pos  157.668 331.809
Adding a bolt 1722 at pos  121.156 356.682
Adding a shotgun shell 1724 at pos  141.651 348.917
Adding a shotgun shell 1725 at pos  141.651 348.917
Adding a shotgun shell 1726 at pos  141.651 348.917
Adding a shotgun shell 1727 at pos  141.651 348.917
Adding a shotgun shell 1728 at pos  141.651 348.917
Adding a shotgun shell 1729 at pos  141.651 348.917
Adding a shotgun shell 1730 at pos  141.651 348.917
Adding a shotgun shell 1731 at pos  141.651 348.917
Adding a shotgun shell 1732 at pos  141.651 348.917
Adding a shotgun shell 1733 at pos  141.651 348.917
Adding a bolt 1735 at pos  67.9263 380.59
Adding a bolt 1737 at pos  156.984 332.539
Adding a bolt 1739 at pos  167.977 86.657
Adding a bolt 1741 at pos  177.25 65.2214
Adding a bolt 1743 at pos  77.9196 380.322
Adding a bolt 1745 at pos  150.308 339.438
Adding a bolt 1747 at pos  113.503 367.181
Adding a bolt 1749 at pos  177.46 83.7968
Adding a bolt 1751 at pos  186.798 62.3493
Adding a bolt 1753 at pos  83.7877 387.995
Adding a bolt 1755 at pos  151.278 348.374
Adding a bolt 1758 at pos  86.1694 394.625
Adding a bolt 1760 at pos  202.514 61.6492
Adding a bolt 1762 at pos  188.97 47.5154
Adding a shotgun shell 1764 at pos  139.585 364.326
Adding a shotgun shell 1765 at pos  139.585 364.326
Adding a shotgun shell 1766 at pos  139.585 364.326
Adding a shotgun shell 1767 at pos  139.585 364.326
Adding a shotgun shell 1768 at pos  139.585 364.326
Adding a shotgun shell 1769 at pos  139.585 364.326
Adding a shotgun shell 1770 at pos  139.585 364.326
Adding a shotgun shell 1771 at pos  139.585 364.326
Adding a shotgun shell 1772 at pos  139.585 364.326
Adding a shotgun shell 1773 at pos  139.585 364.326
BOT 621 IS STUCK!!
Adding a bolt 1775 at pos  161.809 371.564
Adding a bolt 1777 at pos  140.661 360.213
Adding a bolt 1779 at pos  144.012 336.28
Adding a bolt 1781 at pos  84.8513 393.807
Adding a bolt 1783 at pos  149.561 378.631
Adding a bolt 1785 at pos  160.598 378.664
Adding a bolt 1787 at pos  409.374 254.887
Adding a bolt 1789 at pos  154.779 380.577
Adding a bolt 1791 at pos  418.325 252.501
Adding a bolt 1793 at pos  135.01 358.072
Adding a bolt 1795 at pos  128.629 35.3683
Adding a bolt 1797 at pos  413.749 260.328
Adding a bolt 1799 at pos  120.072 359.23
Adding a bolt 1801 at pos  133.892 382.335
Adding a bolt 1803 at pos  229.413 60.1421
Adding a bolt 1805 at pos  406.053 266.708
Adding a bolt 1807 at pos  169.152 301.47
Adding a bolt 1809 at pos  118.171 358.743
Adding a bolt 1811 at pos  141.088 386.104
Adding a bolt 1813 at pos  219.414 60.0688
Adding a bolt 1815 at pos  397.581 273.723
Adding a bolt 1817 at pos  180.123 300.696
Adding a bolt 1819 at pos  209.415 60.0381
Adding a bolt 1821 at pos  117.944 357.598
Adding a bolt 1823 at pos  390.532 280.234
Adding a bolt 1825 at pos  189.117 300.413
Adding a rail gun slug1827 at pos  158.096 394.546
Adding a bolt 1829 at pos  117.618 356.155
Adding a bolt 1831 at pos  98.527 362.635
Adding a bolt 1833 at pos  383.328 287.169
Adding a bolt 1835 at pos  200.115 300.195
Adding a bolt 1837 at pos  99.1445 363.98
Adding a bolt 1839 at pos  116.701 353.587
Adding a bolt 1841 at pos  375.883 295.075
Adding a bolt 1843 at pos  130.454 100.808
Adding a bolt 1845 at pos  100.607 365.834
Adding a bolt 1847 at pos  114.647 350.245
Adding a bolt 1849 at pos  370.88 305.976
Adding a bolt 1851 at pos  164.357 83.2661
BOT 602 IS STUCK!!
Adding a bolt 1853 at pos  103.047 367.911
Adding a bolt 1855 at pos  110.816 346.771
Adding a bolt 1857 at pos  366.679 313.777
Adding a shotgun shell 1859 at pos  367.317 309.057
Adding a shotgun shell 1860 at pos  367.317 309.057
Adding a shotgun shell 1861 at pos  367.317 309.057
Adding a shotgun shell 1862 at pos  367.317 309.057
Adding a shotgun shell 1863 at pos  367.317 309.057
Adding a shotgun shell 1864 at pos  367.317 309.057
Adding a shotgun shell 1865 at pos  367.317 309.057
Adding a shotgun shell 1866 at pos  367.317 309.057
Adding a shotgun shell 1867 at pos  367.317 309.057
Adding a shotgun shell 1868 at pos  367.317 309.057
BOT 588 IS STUCK!!
Adding a bolt 1870 at pos  109.447 119.797
Adding a bolt 1872 at pos  156.209 85.1549
Adding a bolt 1874 at pos  115.983 380.621
Adding a bolt 1876 at pos  95.9037 133.511
Adding a bolt 1878 at pos  108.631 373.82
Adding a shotgun shell 1880 at pos  368.524 317.161
Adding a shotgun shell 1881 at pos  368.524 317.161
Adding a shotgun shell 1882 at pos  368.524 317.161
Adding a shotgun shell 1883 at pos  368.524 317.161
Adding a shotgun shell 1884 at pos  368.524 317.161
Adding a shotgun shell 1885 at pos  368.524 317.161
Adding a shotgun shell 1886 at pos  368.524 317.161
Adding a shotgun shell 1887 at pos  368.524 317.161
Adding a shotgun shell 1888 at pos  368.524 317.161
Adding a shotgun shell 1889 at pos  368.524 317.161
Adding a bolt 1891 at pos  93.4908 141.567
Adding a bolt 1893 at pos  106.219 372.138
Adding a bolt 1895 at pos  138.367 61.3071
Adding a bolt 1897 at pos  148.302 86.091
Adding a rocket 1899 at pos  439.172 216.566
Adding a rail gun slug1901 at pos  156.204 362.469
Adding a bolt 1903 at pos  129.409 65.221
Adding a bolt 1905 at pos  139.544 92.7468
Adding a bolt 1907 at pos  119.165 69.1967
Adding a bolt 1909 at pos  100.182 377.782
Adding a bolt 1911 at pos  131.261 99.9638
Adding a bolt 1913 at pos  66.249 363.746
Adding a rocket 1915 at pos  441.777 217.716
Adding a shotgun shell 1917 at pos  340.857 335.135
Adding a shotgun shell 1918 at pos  340.857 335.135
Adding a shotgun shell 1919 at pos  340.857 335.135
Adding a shotgun shell 1920 at pos  340.857 335.135
Adding a shotgun shell 1921 at pos  340.857 335.135
Adding a shotgun shell 1922 at pos  340.857 335.135
Adding a shotgun shell 1923 at pos  340.857 335.135
Adding a shotgun shell 1924 at pos  340.857 335.135
Adding a shotgun shell 1925 at pos  340.857 335.135
Adding a shotgun shell 1926 at pos  340.857 335.135
Adding a bolt 1928 at pos  156.299 336.988
